Level,Rank,Earnings,Points
GrandSlam,53,121649.22602380952,73.94857142857143
GrandSlam,54,628352.6918134921,516.9053968253968
GrandSlam,55,252074.7261944445,208.4112301587301
GrandSlam,56,173649.71670634914,134.58583333333334
GrandSlam,57,224260.74329761905,184.3061904761905
GrandSlam,58,302546.2233502886,281.4987662337663
GrandSlam,59,162022.24073412703,122.84884920634919
GrandSlam,60,240772.7344960317,199.37158730158734
GrandSlam,61,218139.74323809522,173.1928968253968
GrandSlam,62,133642.64307142855,76.27142857142857
GrandSlam,63,159406.4599816017,109.73589826839827
GrandSlam,64,220014.1060396825,173.81
GrandSlam,65,187601.57333333333,133.18642857142856
GrandSlam,66,224294.3107222223,182.9344444444444
GrandSlam,67,157939.93804761904,109.62297619047621
GrandSlam,68,247880.67865476187,216.4473809523809
GrandSlam,69,127083.62716666667,81.41
GrandSlam,70,119646.43083333332,70.54
GrandSlam,71,333106.5982857143,303.76619047619045
GrandSlam,72,170025.37798809525,122.51785714285712
GrandSlam,73,486351.193814935,442.7729112554114
GrandSlam,74,262672.94490079366,234.1659920634921
GrandSlam,75,222617.72719047617,170.92198412698409
GrandSlam,76,313383.3982023809,296.7347222222222
GrandSlam,77,134714.07245454544,83.87272727272727
GrandSlam,78,214343.6131634199,178.41256854256855
GrandSlam,79,290315.9263571428,267.9420238095238
GrandSlam,80,154758.95290476189,107.28333333333335
GrandSlam,81,159663.45512301585,111.109126984127
GrandSlam,82,147279.32672619048,95.32357142857141
GrandSlam,83,807884.2350436508,686.8515873015873
GrandSlam,84,404560.5649960318,327.8512698412698
GrandSlam,85,282310.254281746,261.45126984126995
GrandSlam,86,122439.7255,77.16
GrandSlam,87,274838.0075436508,249.16015873015877
GrandSlam,88,168142.1853373016,120.64884920634918
GrandSlam,89,111859.5954404762,51.5525
GrandSlam,90,122032.04575,71.745
GrandSlam,91,184686.7046904762,142.46412698412695
GrandSlam,92,203368.29289754695,157.34852813852817
GrandSlam,93,241865.03980555554,200.60190476190476
GrandSlam,94,141415.09963095238,94.11571428571428
GrandSlam,95,106629.71466666667,48.6
GrandSlam,96,288135.21033333335,251.02333333333337
GrandSlam,97,230062.98450000002,186.93166666666664
GrandSlam,98,215632.3254642858,173.19738095238097
GrandSlam,99,126573.59065476192,72.645
GrandSlam,100,174537.79763095232,121.93952380952378
GrandSlam,101,127072.85550000002,72.20738095238094
GrandSlam,102,188612.06592893216,145.0222727272727
GrandSlam,103,268719.756635642,237.94996031746038
GrandSlam,104,152741.9747380952,106.67325396825396
GrandSlam,105,102168.04283333333,41.95833333333333
GrandSlam,106,111864.98129761903,65.32499999999999
GrandSlam,107,93081.12116666668,41.56
GrandSlam,108,215397.34604761895,168.05714285714285
GrandSlam,109,124950.21725,73.00357142857142
GrandSlam,110,117100.74751984129,68.44404761904761
GrandSlam,111,117049.70668650797,68.19404761904761
GrandSlam,112,102782.24990476193,45.22571428571428
GrandSlam,113,123817.27261904762,71.87
GrandSlam,114,123620.37952380953,76.74857142857144
GrandSlam,115,162451.83982936514,113.67313492063491
GrandSlam,116,106059.49647619048,49.065476190476204
GrandSlam,117,124635.41541666671,73.10333333333332
GrandSlam,118,116407.45047619047,68.57428571428572
GrandSlam,119,103739.08300000001,45.75333333333334
GrandSlam,120,139767.83146428573,91.80916666666666
GrandSlam,121,189109.6228452381,136.30369047619047
GrandSlam,122,175765.45586904764,126.23940476190477
GrandSlam,123,174228.28866666666,129.62333333333333
GrandSlam,124,103325.741,52.565
GrandSlam,125,108327.95233333335,61.71
GrandSlam,126,116791.22690476192,70.40857142857143
GrandSlam,127,109766.08234523809,66.875
GrandSlam,128,113538.44532142859,67.805
GrandSlam,129,101670.86728571428,45.95285714285714
GrandSlam,130,189857.45178571425,144.30130952380952
GrandSlam,131,256566.72336904757,233.40940476190477
GrandSlam,132,140704.53694047616,88.24452380952381
GrandSlam,133,132127.86494047617,78.3145238095238
GrandSlam,134,151315.6223492064,111.02035714285715
GrandSlam,135,161818.90080952382,116.03880952380955
GrandSlam,136,161534.93300000002,109.94404761904761
GrandSlam,137,159389.77414682545,113.26575396825397
GrandSlam,138,119953.34300000001,73.96666666666665
GrandSlam,139,97679.28416666668,39.46
GrandSlam,140,164614.37866666666,113.78666666666666
GrandSlam,141,200904.76095238098,171.15023809523814
GrandSlam,142,127787.98390079361,75.35880952380953
GrandSlam,143,128604.11227380949,71.88071428571429
GrandSlam,144,112830.38466666664,69.42666666666668
GrandSlam,145,136278.29604761902,88.54619047619049
GrandSlam,146,148352.98094155843,104.17857142857143
GrandSlam,147,101808.94814285715,49.86190476190476
GrandSlam,148,107517.38333333335,60.12
GrandSlam,149,128627.24895238096,66.59095238095237
GrandSlam,150,101722.06733333333,42.04
GrandSlam,151,88593.57566666669,22.64
GrandSlam,152,158077.0276428571,107.33714285714285
GrandSlam,153,133156.18588095237,78.28095238095239
GrandSlam,154,102693.813,49.03666666666666
GrandSlam,155,93980.78833333334,43.057142857142864
GrandSlam,156,95168.32100000001,44.237142857142864
GrandSlam,157,116976.19683333338,67.34
GrandSlam,158,117819.62033333335,67.85
GrandSlam,159,210633.3953174603,165.87642857142856
GrandSlam,160,117267.53400793651,65.5592857142857
GrandSlam,161,110751.23783333332,63.809285714285714
GrandSlam,162,111278.78266666665,67.12428571428572
GrandSlam,163,84191.41,22.814285714285717
GrandSlam,164,79893.77333333333,12.5
GrandSlam,165,94779.36433333333,38.34
GrandSlam,166,152658.75059523806,99.85190476190475
GrandSlam,167,98299.06800000001,35.42999999999999
GrandSlam,168,113720.46750000001,64.01666666666667
GrandSlam,169,93897.5927142857,44.51142857142857
GrandSlam,170,98084.27916666667,38.95
GrandSlam,171,110835.62066666668,57.24
GrandSlam,172,91934.44333333334,32.0
GrandSlam,173,111332.89,60.7
GrandSlam,174,144773.24,102.0
GrandSlam,175,202048.41,166.7
GrandSlam,176,107323.59,47.0
GrandSlam,177,82151.1,16.0
GrandSlam,178,125597.96149999999,60.98
GrandSlam,179,100433.0545,33.99
GrandSlam,180,142039.59633333332,79.08666666666667
GrandSlam,181,477783.0025000002,431.95499999999987
GrandSlam,182,130302.65166666666,72.17833333333333
GrandSlam,183,100059.74792857144,43.07285714285714
GrandSlam,184,108469.998,59.16
GrandSlam,185,87743.332,27.64
GrandSlam,186,83695.14,19.6
GrandSlam,187,89335.63699999999,30.34
GrandSlam,188,106607.22783333335,63.14
GrandSlam,189,96334.57983333331,44.38
GrandSlam,190,98625.29433333335,43.35
GrandSlam,191,100693.84476190478,44.092857142857135
GrandSlam,192,264596.36442857137,236.12285714285713
GrandSlam,193,120452.08050000001,70.53
GrandSlam,194,85277.20150000001,20.69
GrandSlam,195,95523.35685714288,42.73857142857143
GrandSlam,196,150787.82799999998,102.32
GrandSlam,197,111106.078,50.39
GrandSlam,198,116271.95222222226,67.48666666666666
GrandSlam,199,93256.29233333335,31.08
GrandSlam,200,83766.42333333332,19.4
GrandSlam,201,107955.69850000001,52.83
GrandSlam,202,116924.90778571428,65.84428571428572
GrandSlam,203,101590.25483333333,44.49
GrandSlam,204,112060.83066666666,57.32
GrandSlam,205,89531.51,25.78
GrandSlam,206,87610.41,23.2
GrandSlam,207,77756.77,11.2
GrandSlam,208,76941.03,10.0
GrandSlam,209,78701.91,10.0
GrandSlam,210,77087.56,10.0
GrandSlam,211,77935.32,11.05
GrandSlam,212,96274.93200000002,36.63
GrandSlam,213,87296.82,21.1
GrandSlam,214,104052.42,54.7
GrandSlam,215,112819.26,63.4
GrandSlam,216,90561.82,26.8
GrandSlam,217,82731.95,17.8
GrandSlam,218,85757.22,23.8
GrandSlam,219,102315.06,51.4
GrandSlam,220,103290.75866666665,52.68
GrandSlam,221,92288.41566666664,31.68
GrandSlam,222,92826.24316666665,30.81
GrandSlam,223,115632.5868333333,68.54
GrandSlam,224,95965.58016666668,38.1
GrandSlam,225,117270.78495238094,67.08857142857143
GrandSlam,226,93805.61004761905,33.87285714285714
GrandSlam,227,129952.75904761902,91.14285714285714
GrandSlam,228,96850.44,40.0
GrandSlam,229,82320.8925,17.05
GrandSlam,230,82823.94633333333,17.67
GrandSlam,231,93276.40533333333,37.83
GrandSlam,232,94257.14438095238,42.38714285714286
GrandSlam,233,94389.79238095236,42.10714285714286
GrandSlam,234,96730.2765,36.13
GrandSlam,235,96005.50149999998,34.63
GrandSlam,236,83435.00433333333,19.86
GrandSlam,237,91364.28349999999,35.41
GrandSlam,238,106775.85916666666,55.55
GrandSlam,239,91951.75083333334,28.5
GrandSlam,240,121722.5936666667,66.56
GrandSlam,241,121767.85366666669,66.56
GrandSlam,242,100524.56416666668,37.25
GrandSlam,243,89093.14233333334,23.07
GrandSlam,244,97466.22966666665,36.29
GrandSlam,245,82964.80333333333,18.6
GrandSlam,246,80112.02666666667,12.2
GrandSlam,247,80252.58666666667,12.2
GrandSlam,248,79228.86,10.0
GrandSlam,249,80544.26,10.0
GrandSlam,250,80674.15,10.0
GrandSlam,251,80364.57,10.0
GrandSlam,252,78884.95,10.0
GrandSlam,253,79470.06,10.0
GrandSlam,254,76794.99,10.0
GrandSlam,255,77436.24,10.0
GrandSlam,256,85658.59,19.6
GrandSlam,257,113372.35,58.0
GrandSlam,258,148501.29,99.4
GrandSlam,259,95373.06666666667,33.84
GrandSlam,260,94159.31833333331,40.97
GrandSlam,261,93667.25833333332,40.37
GrandSlam,262,109746.29166666666,57.39
GrandSlam,263,111165.04333333332,55.4
GrandSlam,264,98619.82,37.0
GrandSlam,265,130533.76,83.8
GrandSlam,266,93600.76,34.6
GrandSlam,267,86527.795,24.1
GrandSlam,268,79077.505,12.7
GrandSlam,269,78464.44166666667,11.3
GrandSlam,270,82169.936,18.16
GrandSlam,271,89975.54933333333,34.56
GrandSlam,272,89977.03933333333,34.56
GrandSlam,273,81500.96416666666,16.55
GrandSlam,274,79552.5175,12.55
GrandSlam,275,78806.37,10.6
GrandSlam,276,78648.83,10.0
GrandSlam,277,78069.32,10.0
GrandSlam,278,76810.76,10.0
GrandSlam,279,77060.68,10.0
GrandSlam,280,79047.05,10.0
GrandSlam,281,79033.22,10.0
GrandSlam,282,78883.86,10.0
GrandSlam,283,79097.61,10.0
GrandSlam,284,79476.3,12.3
GrandSlam,285,81769.78,14.6
GrandSlam,286,91354.31,26.1
GrandSlam,287,91354.31,26.1
GrandSlam,288,92851.92,26.1
GrandSlam,289,132217.33,72.1
GrandSlam,290,200140.39,152.6
GrandSlam,291,115847.42,56.0
GrandSlam,292,95031.38,28.4
GrandSlam,293,85154.78,16.9
GrandSlam,294,78809.17,10.0
GrandSlam,295,78275.32,10.0
GrandSlam,296,78335.83,10.0
GrandSlam,297,77567.67,10.0
GrandSlam,298,78043.59,10.0
GrandSlam,299,79637.75,10.0
GrandSlam,300,79907.75,10.0
GrandSlam,301,78673.45,10.0
GrandSlam,302,78704.16,10.0
GrandSlam,303,78256.4,10.0
GrandSlam,304,78041.85,10.0
GrandSlam,305,77753.21,10.0
GrandSlam,306,77723.66,10.0
GrandSlam,307,76705.7,10.0
GrandSlam,308,77785.11,10.0
GrandSlam,309,77573.2,10.0
GrandSlam,310,76217.01,10.0
GrandSlam,311,76165.81,10.0
GrandSlam,312,75813.91,10.6
GrandSlam,313,75813.91,10.6
GrandSlam,314,77341.09,12.4
GrandSlam,315,77616.26,13.0
GrandSlam,316,79725.87,16.6
GrandSlam,317,82986.42,20.8
GrandSlam,318,85753.2,26.2
GrandSlam,319,107644.6,55.0
GrandSlam,320,110953.07,61.6
GrandSlam,321,111272.82,61.6
GrandSlam,322,111272.82,61.6
GrandSlam,323,105453.02,61.6
GrandSlam,324,105508.33,61.6
GrandSlam,325,105508.33,61.6
GrandSlam,326,98352.25,50.8
GrandSlam,327,87152.63,23.2
GrandSlam,328,83807.56,15.4
GrandSlam,329,99582.28,31.6
GrandSlam,330,99329.47,31.0
GrandSlam,331,99224.0,31.0
GrandSlam,332,138815.7,77.2
GrandSlam,333,287180.61,249.4
GrandSlam,334,122680.4,60.4
GrandSlam,335,83399.52,14.2
GrandSlam,336,82186.07,14.2
GrandSlam,337,80158.7,14.2
GrandSlam,338,76456.39,10.0
GrandSlam,339,76294.93,10.0
GrandSlam,340,76604.53,10.0
GrandSlam,341,76774.72,10.0
GrandSlam,342,76774.72,10.0
GrandSlam,343,76518.07,10.6
GrandSlam,344,79686.32,10.6
GrandSlam,345,80571.1,11.8
GrandSlam,346,81561.46,13.6
GrandSlam,347,85556.41,25.0
GrandSlam,348,88672.7,29.8
GrandSlam,349,104287.46,55.0
GrandSlam,350,109857.54,62.8
GrandSlam,351,112005.11,62.8
GrandSlam,352,112030.52,62.8
GrandSlam,353,102001.83,46.0
GrandSlam,354,80381.99,15.4
GrandSlam,355,78388.39,12.4
GrandSlam,356,80145.31,12.4
GrandSlam,357,80804.42,12.4
GrandSlam,358,79738.52,11.2
GrandSlam,359,79738.52,11.2
GrandSlam,360,85758.55,21.4
GrandSlam,361,98852.75,44.2
GrandSlam,362,98503.01,44.2
GrandSlam,363,98714.175,44.5
GrandSlam,364,86873.21699999999,25.66
GrandSlam,365,87234.2795,26.41
GrandSlam,366,87234.2795,26.41
GrandSlam,367,81431.44100000002,16.78
GrandSlam,368,91119.58,34.6
GrandSlam,369,91204.72,34.6
GrandSlam,370,92560.39,36.4
GrandSlam,371,92560.39,36.4
GrandSlam,372,92560.39,36.4
GrandSlam,373,109238.45383333333,55.19
GrandSlam,374,109238.45383333333,55.19
GrandSlam,375,109238.45383333333,55.19
GrandSlam,376,109547.32383333333,55.79
GrandSlam,377,109559.38383333333,55.79
GrandSlam,378,109559.38383333333,55.79
GrandSlam,379,115089.7965,65.47
GrandSlam,380,114284.53166666668,63.9
GrandSlam,381,109493.17166666668,63.9
GrandSlam,382,105094.87166666667,57.9
GrandSlam,383,105094.87166666667,57.9
GrandSlam,384,105072.86166666668,57.9
GrandSlam,385,105072.86166666668,57.9
GrandSlam,386,103711.31166666668,56.1
GrandSlam,387,104034.67,56.8
GrandSlam,388,86444.17,24.4
GrandSlam,389,86142.49,24.4
GrandSlam,390,86142.49,24.4
GrandSlam,391,86142.49,24.4
GrandSlam,392,81425.26,16.0
GrandSlam,393,80780.34,16.0
GrandSlam,394,80780.34,16.0
GrandSlam,395,80633.3,16.0
GrandSlam,396,87280.07,29.8
GrandSlam,397,87280.07,29.8
GrandSlam,398,87280.07,29.8
GrandSlam,399,86672.55,28.6
GrandSlam,400,98533.92,52.0
GrandSlam,401,98528.06,52.0
GrandSlam,402,98528.06,52.0
GrandSlam,403,98528.06,52.0
GrandSlam,404,99176.24,52.0
GrandSlam,405,99208.88,52.0
GrandSlam,406,99788.525,52.75
GrandSlam,407,88307.525,26.95
GrandSlam,408,83000.225,16.15
GrandSlam,409,82724.36,13.9
GrandSlam,410,82724.36,13.9
GrandSlam,411,82724.36,13.9
GrandSlam,412,81777.46,13.9
GrandSlam,413,87448.65566666666,22.31
GrandSlam,414,98691.03300000004,37.27
GrandSlam,415,102270.70300000002,41.47
GrandSlam,416,105106.04766666665,43.19
GrandSlam,417,164699.29433333332,110.79
GrandSlam,418,317773.33433333336,287.19
GrandSlam,419,317783.31433333334,287.19
GrandSlam,420,317783.31433333334,287.19
GrandSlam,421,315723.709,284.11
GrandSlam,422,316235.409,284.11
GrandSlam,423,160541.524,102.76
GrandSlam,424,162188.74,104.8
GrandSlam,425,106009.46,40.0
GrandSlam,426,100602.7,34.0
GrandSlam,427,100579.85,34.0
GrandSlam,428,86085.89,17.2
GrandSlam,429,85108.76,17.2
GrandSlam,430,95060.35,30.4
GrandSlam,431,95060.35,30.4
GrandSlam,432,140344.91,89.2
GrandSlam,433,140344.91,89.2
GrandSlam,434,140355.06,89.2
GrandSlam,435,105042.51,42.4
GrandSlam,436,85719.56,18.4
GrandSlam,437,83432.6,18.4
GrandSlam,438,83432.6,18.4
GrandSlam,439,83432.6,18.4
GrandSlam,440,81540.92,16.0
GrandSlam,441,80975.46,16.0
GrandSlam,442,81887.96,16.0
GrandSlam,443,77165.18,10.0
GrandSlam,444,76855.34,10.0
GrandSlam,445,77190.05,10.0
GrandSlam,446,77190.05,10.0
GrandSlam,447,77190.05,10.0
GrandSlam,448,77179.77,10.0
GrandSlam,449,77361.55,10.0
GrandSlam,450,77386.25,10.0
GrandSlam,451,77386.25,10.0
GrandSlam,452,77341.13,10.0
GrandSlam,453,77585.67,10.0
GrandSlam,454,78592.83,10.0
GrandSlam,455,78592.83,10.0
GrandSlam,456,79418.89,10.0
GrandSlam,457,79624.47,10.0
GrandSlam,458,79624.47,10.0
GrandSlam,459,79673.3,10.0
GrandSlam,460,79479.6,10.0
GrandSlam,461,79586.72,10.0
GrandSlam,462,79610.8,10.0
GrandSlam,463,78570.04,10.0
GrandSlam,464,78570.04,10.0
GrandSlam,465,78722.53,10.0
GrandSlam,466,78722.53,10.0
GrandSlam,467,78722.53,10.0
GrandSlam,468,79884.7,10.0
GrandSlam,469,79884.7,10.0
GrandSlam,470,79884.7,10.0
GrandSlam,471,80212.94,10.6
GrandSlam,472,80212.94,10.6
GrandSlam,473,80212.94,10.6
GrandSlam,474,81827.09,13.6
GrandSlam,475,81827.09,13.6
GrandSlam,476,81827.09,13.6
GrandSlam,477,88084.07,24.4
GrandSlam,478,88084.07,24.4
GrandSlam,479,101364.47,49.6
GrandSlam,480,101265.57,49.6
GrandSlam,481,101265.57,49.6
GrandSlam,482,100446.53,49.6
GrandSlam,483,100446.53,49.6
GrandSlam,484,100446.53,49.6
GrandSlam,485,100446.53,49.6
GrandSlam,486,100446.53,49.6
GrandSlam,487,100446.53,49.6
GrandSlam,488,100446.53,49.6
GrandSlam,489,100446.53,49.6
GrandSlam,490,100464.29,49.6
GrandSlam,491,88057.01,29.2
GrandSlam,492,87949.13,29.2
GrandSlam,493,87949.13,29.2
GrandSlam,494,88792.67,30.4
GrandSlam,495,88792.67,30.4
GrandSlam,496,91229.06,34.0
GrandSlam,497,91229.06,34.0
GrandSlam,498,91229.06,34.0
GrandSlam,499,91229.06,34.0
GrandSlam,500,91229.06,34.0
GrandSlam,501,84708.83,22.6
GrandSlam,502,84708.83,22.6
GrandSlam,503,84708.83,22.6
GrandSlam,504,84708.83,22.6
GrandSlam,505,88580.55,26.2
GrandSlam,506,88580.55,26.2
GrandSlam,507,88580.55,26.2
GrandSlam,508,102393.67,45.4
GrandSlam,509,102393.67,45.4
GrandSlam,510,102393.67,45.4
GrandSlam,511,102393.67,45.4
GrandSlam,512,101114.11,43.0
GrandSlam,513,101114.11,43.0
GrandSlam,514,101114.11,43.0
GrandSlam,515,101209.11,43.0
GrandSlam,516,101209.11,43.0
GrandSlam,517,101209.11,43.0
GrandSlam,518,133934.01,89.8
GrandSlam,519,133934.01,89.8
GrandSlam,520,133577.5,89.2
GrandSlam,521,133577.5,89.2
GrandSlam,522,133577.5,89.2
GrandSlam,523,133599.26,89.2
GrandSlam,524,133599.26,89.2
GrandSlam,525,133855.34,89.2
GrandSlam,526,133855.34,89.2
GrandSlam,527,133855.34,89.2
GrandSlam,528,133855.34,89.2
GrandSlam,529,100406.72,40.0
GrandSlam,530,100406.72,40.0
GrandSlam,531,100406.72,40.0
GrandSlam,532,100406.72,40.0
GrandSlam,533,100313.34,40.0
GrandSlam,534,100313.34,40.0
GrandSlam,535,100313.34,40.0
GrandSlam,536,100313.34,40.0
GrandSlam,537,86854.12,20.8
GrandSlam,538,86854.12,20.8
GrandSlam,539,86854.12,20.8
GrandSlam,540,85235.86,18.4
GrandSlam,541,86127.21,19.6
GrandSlam,542,86127.21,19.6
GrandSlam,543,86127.21,19.6
GrandSlam,544,85017.89,19.6
GrandSlam,545,85017.89,19.6
GrandSlam,546,85017.89,19.6
GrandSlam,547,85131.62,19.6
GrandSlam,548,85131.62,19.6
GrandSlam,549,85131.62,19.6
GrandSlam,550,85131.62,19.6
GrandSlam,551,88603.9,24.4
GrandSlam,552,88603.9,24.4
GrandSlam,553,88603.9,24.4
GrandSlam,554,88603.9,24.4
GrandSlam,555,90379.61,24.4
GrandSlam,556,90379.61,24.4
GrandSlam,557,90379.61,24.4
GrandSlam,558,90379.61,24.4
GrandSlam,559,100331.2,37.6
GrandSlam,560,100331.2,37.6
GrandSlam,561,100211.72,37.6
GrandSlam,562,100211.72,37.6
GrandSlam,563,135528.3,86.8
GrandSlam,564,135542.57,86.8
GrandSlam,565,135542.57,86.8
GrandSlam,566,135542.57,86.8
GrandSlam,567,135542.57,86.8
GrandSlam,568,136298.65,88.0
GrandSlam,569,136298.65,88.0
GrandSlam,570,136298.65,88.0
GrandSlam,571,136298.65,88.0
GrandSlam,572,136298.65,88.0
GrandSlam,573,136298.65,88.0
GrandSlam,574,136298.65,88.0
GrandSlam,575,136298.65,88.0
GrandSlam,576,141054.85,95.2
GrandSlam,577,141054.85,95.2
GrandSlam,578,141054.85,95.2
GrandSlam,579,143995.11,99.4
GrandSlam,580,152987.79,113.8
GrandSlam,581,152987.79,113.8
GrandSlam,582,157104.79,119.8
GrandSlam,583,158885.71,123.4
GrandSlam,584,153846.16,123.4
GrandSlam,585,153846.16,123.4
GrandSlam,586,153542.32,123.4
GrandSlam,587,150719.52,120.4
GrandSlam,588,150719.52,120.4
GrandSlam,589,150649.52,120.4
GrandSlam,590,150649.52,120.4
GrandSlam,591,150649.52,120.4
GrandSlam,592,150649.52,120.4
GrandSlam,593,148856.76,118.0
GrandSlam,594,148856.76,118.0
GrandSlam,595,148313.82,117.4
GrandSlam,596,148313.82,117.4
GrandSlam,597,148313.82,117.4
GrandSlam,598,148313.82,117.4
GrandSlam,599,148313.82,117.4
GrandSlam,600,148313.82,117.4
GrandSlam,601,148313.82,117.4
GrandSlam,602,148313.82,117.4
GrandSlam,603,151496.25,117.4
GrandSlam,604,146970.55,111.4
GrandSlam,605,146970.55,111.4
GrandSlam,606,125907.35,87.4
GrandSlam,607,125907.35,87.4
GrandSlam,608,125907.35,87.4
GrandSlam,609,125907.35,87.4
GrandSlam,610,120416.62,79.0
GrandSlam,611,120416.62,79.0
GrandSlam,612,106675.22,59.8
GrandSlam,613,93734.24,36.4
GrandSlam,614,93734.24,36.4
GrandSlam,615,92103.56,34.0
GrandSlam,616,92103.56,34.0
GrandSlam,617,92103.56,34.0
GrandSlam,618,92103.56,34.0
GrandSlam,619,91770.75,33.4
GrandSlam,620,91770.75,33.4
GrandSlam,621,105811.39,57.4
GrandSlam,622,105357.03,56.2
GrandSlam,623,105357.03,56.2
GrandSlam,624,104654.49,55.0
GrandSlam,625,104654.49,55.0
GrandSlam,626,104654.49,55.0
GrandSlam,627,104654.49,55.0
GrandSlam,628,110976.61,63.4
GrandSlam,629,110976.61,63.4
GrandSlam,630,110840.46,63.4
GrandSlam,631,114766.06,63.4
GrandSlam,632,114766.06,63.4
GrandSlam,633,108426.93,53.2
GrandSlam,634,105064.7,47.8
GrandSlam,635,105064.7,47.8
GrandSlam,636,105064.7,47.8
GrandSlam,637,104734.11,47.2
GrandSlam,638,104734.11,47.2
GrandSlam,639,104041.87,46.0
GrandSlam,640,85200.67,22.0
GrandSlam,641,77138.25,11.8
GrandSlam,642,77138.25,11.8
GrandSlam,643,76986.44,11.8
GrandSlam,644,76557.71,11.2
GrandSlam,645,76557.71,11.2
GrandSlam,646,76621.05,10.6
GrandSlam,647,78487.78,10.6
GrandSlam,648,78568.09,10.6
GrandSlam,649,79198.09,10.6
GrandSlam,650,79198.09,10.6
GrandSlam,651,79198.09,10.6
GrandSlam,652,78670.07,10.6
GrandSlam,653,78670.07,10.6
GrandSlam,654,78670.07,10.6
GrandSlam,655,78670.07,10.6
GrandSlam,656,78670.07,10.6
GrandSlam,657,78670.07,10.6
GrandSlam,658,78225.79,10.0
GrandSlam,659,78225.79,10.0
GrandSlam,660,78252.54,10.0
GrandSlam,661,78552.34,10.0
GrandSlam,662,78552.34,10.0
GrandSlam,663,82656.72,14.6
GrandSlam,664,82454.57,14.6
GrandSlam,665,82454.57,14.6
GrandSlam,666,82453.81,14.6
GrandSlam,667,88483.48,21.5
GrandSlam,668,88483.48,21.5
GrandSlam,669,116839.36,53.7
GrandSlam,670,116839.36,53.7
GrandSlam,671,116839.36,53.7
GrandSlam,672,116839.36,53.7
GrandSlam,673,116839.36,53.7
GrandSlam,674,116839.36,53.7
GrandSlam,675,116839.36,53.7
GrandSlam,676,116839.36,53.7
GrandSlam,677,116839.36,53.7
GrandSlam,678,116839.36,53.7
GrandSlam,679,116839.36,53.7
GrandSlam,680,116839.36,53.7
GrandSlam,681,205982.39,154.9
GrandSlam,682,205982.39,154.9
GrandSlam,683,206005.5,154.9
GrandSlam,684,205918.06,154.9
GrandSlam,685,205918.06,154.9
GrandSlam,686,205880.08,154.9
GrandSlam,687,205860.89,154.9
GrandSlam,688,205860.89,154.9
GrandSlam,689,205860.89,154.9
GrandSlam,690,205837.2,154.9
GrandSlam,691,205845.18,154.9
GrandSlam,692,205845.18,154.9
GrandSlam,693,205845.18,154.9
GrandSlam,694,205845.18,154.9
GrandSlam,695,205845.18,154.9
GrandSlam,696,205845.18,154.9
GrandSlam,697,205845.18,154.9
GrandSlam,698,205763.15,154.9
GrandSlam,699,205763.15,154.9
